,연도,전체개봉편수,전체상영편수,전체매출액,전체관객수,요일
2209,2009-11-09 00:00:00,0,57,794601000,111501,Monday
2210,2009-11-10 00:00:00,0,65,792980000,110913,Tuesday
2211,2009-11-11 00:00:00,1,69,1632723000,226914,Wednesday
2212,2009-11-12 00:00:00,5,64,3043538000,447012,Thursday
2213,2009-11-13 00:00:00,1,70,3181075000,427647,Friday
2214,2009-11-14 00:00:00,0,73,6241685000,851490,Saturday
2215,2009-11-15 00:00:00,0,70,5651780500,761797,Sunday
2216,2009-11-16 00:00:00,0,63,1764537500,248095,Monday
2217,2009-11-17 00:00:00,0,60,1736472500,245491,Tuesday
2218,2009-11-18 00:00:00,0,69,1686165000,239007,Wednesday
2219,2009-11-19 00:00:00,7,55,1803104500,254712,Thursday
2220,2009-11-20 00:00:00,0,51,2428054500,324980,Friday
2221,2009-11-21 00:00:00,0,59,5563861000,760028,Saturday
2222,2009-11-22 00:00:00,0,60,5079202500,680672,Sunday
2223,2009-11-23 00:00:00,0,54,1479121000,209130,Monday
2224,2009-11-24 00:00:00,0,59,1480709600,210576,Tuesday
2225,2009-11-25 00:00:00,0,64,1488240500,210952,Wednesday
2226,2009-11-26 00:00:00,9,50,2025940500,284011,Thursday
2227,2009-11-27 00:00:00,0,53,2763582500,372285,Friday
2228,2009-11-28 00:00:00,0,49,5875724000,785066,Saturday
2229,2009-11-29 00:00:00,0,48,5301741000,700404,Sunday
2230,2009-11-30 00:00:00,0,50,1684859000,238420,Monday
2232,2009-12-01 00:00:00,0,49,1524772000,215096,Tuesday
2233,2009-12-02 00:00:00,1,49,2005641100,281591,Wednesday
2234,2009-12-03 00:00:00,10,47,2138711500,301150,Thursday
2235,2009-12-04 00:00:00,0,48,2721526000,363583,Friday
2236,2009-12-05 00:00:00,0,45,5733477100,765471,Saturday
2237,2009-12-06 00:00:00,0,48,5283368500,701171,Sunday
2238,2009-12-07 00:00:00,0,43,1582934500,227070,Monday
2239,2009-12-08 00:00:00,0,46,1534539500,214988,Tuesday
2240,2009-12-09 00:00:00,0,47,1505845500,209489,Wednesday
2241,2009-12-10 00:00:00,13,52,1975799500,279585,Thursday
2242,2009-12-11 00:00:00,0,47,2666535500,360394,Friday
2243,2009-12-12 00:00:00,0,44,5674623500,771142,Saturday
2244,2009-12-13 00:00:00,0,44,4809854000,641326,Sunday
2245,2009-12-14 00:00:00,0,42,1473882500,205615,Monday
2246,2009-12-15 00:00:00,0,49,1614559500,228615,Tuesday
2247,2009-12-16 00:00:00,0,48,1944896000,263289,Wednesday
2248,2009-12-17 00:00:00,9,57,2607125000,333812,Thursday
2249,2009-12-18 00:00:00,0,54,3157210000,389625,Friday
2250,2009-12-19 00:00:00,0,52,6651876000,840612,Saturday
2251,2009-12-20 00:00:00,0,51,6969539500,880576,Sunday
2252,2009-12-21 00:00:00,0,54,2525181000,309940,Monday
2253,2009-12-22 00:00:00,0,57,2653204500,331492,Tuesday
2254,2009-12-23 00:00:00,3,55,3512440800,458601,Wednesday
2255,2009-12-24 00:00:00,3,47,7212572000,940620,Thursday
2256,2009-12-25 00:00:00,0,52,12569885700,1659816,Friday
2257,2009-12-26 00:00:00,0,48,10099676000,1306464,Saturday
2258,2009-12-27 00:00:00,0,50,8081823500,1037257,Sunday
2259,2009-12-28 00:00:00,0,48,3665788000,461488,Monday
2260,2009-12-29 00:00:00,0,54,3749392500,477826,Tuesday
2261,2009-12-30 00:00:00,1,47,4123974800,526828,Wednesday
2262,2009-12-31 00:00:00,2,42,6352083500,814108,Thursday
2264,2010-01-01 00:00:00,0,49,10319217000,1305651,Friday
2265,2010-01-02 00:00:00,1,49,10039034000,1277706,Saturday
2266,2010-01-03 00:00:00,0,48,7960430000,1005985,Sunday
2267,2010-01-04 00:00:00,0,47,2807780000,337010,Monday
2268,2010-01-05 00:00:00,0,51,2722731000,330074,Tuesday
2269,2010-01-06 00:00:00,0,57,2512878600,304682,Wednesday
2270,2010-01-07 00:00:00,7,52,2750429100,336122,Thursday
2271,2010-01-08 00:00:00,0,50,3391981600,401955,Friday
2272,2010-01-09 00:00:00,0,53,7610377000,949650,Saturday
2273,2010-01-10 00:00:00,1,52,7214708500,901892,Sunday
2274,2010-01-11 00:00:00,0,56,2550315000,306256,Monday
2275,2010-01-12 00:00:00,0,61,2563849000,309165,Tuesday
2276,2010-01-13 00:00:00,2,56,2412699500,290944,Wednesday
2277,2010-01-14 00:00:00,6,53,2525566000,308158,Thursday
2278,2010-01-15 00:00:00,0,57,3167929000,376382,Friday
2279,2010-01-16 00:00:00,0,55,7045618500,879307,Saturday
2280,2010-01-17 00:00:00,0,54,6518493000,811084,Sunday
2281,2010-01-18 00:00:00,0,56,2247829900,270795,Monday
2282,2010-01-19 00:00:00,0,57,2214651400,270396,Tuesday
2283,2010-01-20 00:00:00,0,58,2199164000,267834,Wednesday
2284,2010-01-21 00:00:00,7,54,2384384500,295123,Thursday
2285,2010-01-22 00:00:00,1,51,2820435000,334684,Friday
2286,2010-01-23 00:00:00,0,49,6421916500,788437,Saturday
2287,2010-01-24 00:00:00,0,53,6165411500,757074,Sunday
2288,2010-01-25 00:00:00,0,52,2277187000,268590,Monday
2289,2010-01-26 00:00:00,0,59,2303861000,276193,Tuesday
2290,2010-01-27 00:00:00,0,59,2128591700,253084,Wednesday
2291,2010-01-28 00:00:00,9,55,2808373500,354500,Thursday
2292,2010-01-29 00:00:00,0,54,3248139500,395421,Friday
2293,2010-01-30 00:00:00,0,55,6672533000,828768,Saturday
2294,2010-01-31 00:00:00,0,54,6146430500,760094,Sunday
2296,2010-02-01 00:00:00,1,58,2199647100,269470,Monday
2297,2010-02-02 00:00:00,0,58,2106247400,259652,Tuesday
2298,2010-02-03 00:00:00,0,62,1995701500,246370,Wednesday
2299,2010-02-04 00:00:00,8,60,2377189500,303046,Thursday
2300,2010-02-05 00:00:00,0,51,2769396000,338071,Friday
2301,2010-02-06 00:00:00,1,50,6049833500,740743,Saturday
2302,2010-02-07 00:00:00,0,53,5766854000,714617,Sunday
2303,2010-02-08 00:00:00,0,52,1890158000,238328,Monday
2304,2010-02-09 00:00:00,0,56,1940094000,248659,Tuesday
2305,2010-02-10 00:00:00,0,59,2042010500,262350,Wednesday
2306,2010-02-11 00:00:00,9,51,2933446500,384603,Thursday
2307,2010-02-12 00:00:00,0,50,4552396200,573952,Friday
2308,2010-02-13 00:00:00,0,50,6486470000,806017,Saturday
2309,2010-02-14 00:00:00,0,51,7407473500,895902,Sunday
2310,2010-02-15 00:00:00,0,54,9835204000,1238612,Monday
2311,2010-02-16 00:00:00,0,52,4656861500,608189,Tuesday
2312,2010-02-17 00:00:00,0,59,2568886500,339113,Wednesday
2313,2010-02-18 00:00:00,5,51,2439549000,324447,Thursday
2314,2010-02-19 00:00:00,0,50,2832500000,363255,Friday
2315,2010-02-20 00:00:00,0,49,6239583500,802374,Saturday
2316,2010-02-21 00:00:00,0,47,5483990200,702155,Sunday
2317,2010-02-22 00:00:00,0,51,1999866500,265809,Monday
2318,2010-02-23 00:00:00,0,54,1998121500,266650,Tuesday
2319,2010-02-24 00:00:00,0,53,1803000500,242032,Wednesday
2320,2010-02-25 00:00:00,11,61,1931248500,258871,Thursday
2321,2010-02-26 00:00:00,0,65,2185899500,286229,Friday
2322,2010-02-27 00:00:00,0,56,4373602800,561702,Saturday
2323,2010-02-28 00:00:00,0,62,5330699900,673108,Sunday
2325,2010-03-01 00:00:00,0,55,5319118000,682165,Monday
2326,2010-03-02 00:00:00,0,59,975316000,127432,Tuesday
2327,2010-03-03 00:00:00,0,61,895638500,117189,Wednesday
2328,2010-03-04 00:00:00,6,61,1387328500,163956,Thursday
2329,2010-03-05 00:00:00,0,58,1795426000,204643,Friday
2330,2010-03-06 00:00:00,1,57,4704389000,547137,Saturday
2331,2010-03-07 00:00:00,0,59,4750488500,564895,Sunday
2332,2010-03-08 00:00:00,0,56,1060260000,127091,Monday
2333,2010-03-09 00:00:00,0,63,1009063500,121673,Tuesday
2334,2010-03-10 00:00:00,0,69,1150388000,139999,Wednesday
2335,2010-03-11 00:00:00,7,69,1112931500,139015,Thursday
2336,2010-03-12 00:00:00,0,65,1655207500,197494,Friday
2337,2010-03-13 00:00:00,0,65,5092470000,616900,Saturday
2338,2010-03-14 00:00:00,0,69,4794558000,578133,Sunday
2339,2010-03-15 00:00:00,0,66,1033541500,130451,Monday
2340,2010-03-16 00:00:00,0,67,921637500,116695,Tuesday
2341,2010-03-17 00:00:00,0,71,909739000,115450,Wednesday
2342,2010-03-18 00:00:00,9,58,1293317500,171926,Thursday
2343,2010-03-19 00:00:00,0,60,1713357500,216728,Friday
2344,2010-03-20 00:00:00,0,64,4464967000,553574,Saturday
2345,2010-03-21 00:00:00,0,59,4487294000,555877,Sunday
2346,2010-03-22 00:00:00,0,61,953932500,126444,Monday
2347,2010-03-23 00:00:00,0,63,1036598000,138497,Tuesday
2348,2010-03-24 00:00:00,0,70,993945500,132304,Wednesday
2349,2010-03-25 00:00:00,11,62,1162902000,157443,Thursday
2350,2010-03-26 00:00:00,0,64,1650863500,212496,Friday
2351,2010-03-27 00:00:00,0,64,4343903400,552928,Saturday
2352,2010-03-28 00:00:00,0,65,3803882600,483724,Sunday
2353,2010-03-29 00:00:00,0,60,910518200,123879,Monday
2354,2010-03-30 00:00:00,0,67,975917500,134965,Tuesday
2355,2010-03-31 00:00:00,0,68,1168197000,163425,Wednesday
2357,2010-04-01 00:00:00,8,60,1778734400,224912,Thursday
2358,2010-04-02 00:00:00,1,62,2005983800,242723,Friday
2359,2010-04-03 00:00:00,0,61,5005294300,617908,Saturday
2360,2010-04-04 00:00:00,1,60,4601609200,568205,Sunday
2361,2010-04-05 00:00:00,0,61,1133744000,146589,Monday
2362,2010-04-06 00:00:00,0,60,1009091000,130612,Tuesday
2363,2010-04-07 00:00:00,0,64,982162200,127186,Wednesday
2364,2010-04-08 00:00:00,9,58,1018638000,134704,Thursday
2365,2010-04-09 00:00:00,0,64,1507803800,191084,Friday
2366,2010-04-10 00:00:00,0,62,4021876700,501791,Saturday
2367,2010-04-11 00:00:00,0,63,3432075100,429976,Sunday
2368,2010-04-12 00:00:00,4,64,845886000,112095,Monday
2369,2010-04-13 00:00:00,0,62,850884500,113090,Tuesday
2370,2010-04-14 00:00:00,0,64,799661000,106007,Wednesday
2371,2010-04-15 00:00:00,11,68,955221500,129256,Thursday
2372,2010-04-16 00:00:00,0,66,1267661000,163043,Friday
2373,2010-04-17 00:00:00,0,70,3158355750,417109,Saturday
2374,2010-04-18 00:00:00,0,66,2666041500,336416,Sunday
2375,2010-04-19 00:00:00,0,74,830125800,113022,Monday
2376,2010-04-20 00:00:00,0,67,766389500,104955,Tuesday
2377,2010-04-21 00:00:00,0,70,791715500,107311,Wednesday
2378,2010-04-22 00:00:00,10,70,1020882000,140787,Thursday
2379,2010-04-23 00:00:00,0,70,1476766500,192095,Friday
2380,2010-04-24 00:00:00,0,73,3156734900,404571,Saturday
2381,2010-04-25 00:00:00,0,74,2763137700,353582,Sunday
2382,2010-04-26 00:00:00,0,75,907602000,125009,Monday
2383,2010-04-27 00:00:00,0,73,974976900,135740,Tuesday
2384,2010-04-28 00:00:00,1,77,1274326900,206033,Wednesday
2385,2010-04-29 00:00:00,9,62,2790720600,407426,Thursday
2386,2010-04-30 00:00:00,0,67,3414842200,480081,Friday
2388,2010-05-01 00:00:00,0,64,6701702650,890381,Saturday
2389,2010-05-02 00:00:00,0,66,5899485900,788470,Sunday
2390,2010-05-03 00:00:00,2,71,1602936100,221816,Monday
2391,2010-05-04 00:00:00,3,68,2471760000,343650,Tuesday
2392,2010-05-05 00:00:00,5,79,8067372100,1078160,Wednesday
2393,2010-05-06 00:00:00,2,74,1432854900,203125,Thursday
2394,2010-05-07 00:00:00,0,74,1905099400,258903,Friday
2395,2010-05-08 00:00:00,0,74,3891598800,524580,Saturday
2396,2010-05-09 00:00:00,1,73,3772270700,502966,Sunday
2397,2010-05-10 00:00:00,0,69,1012341900,140914,Monday
2398,2010-05-11 00:00:00,0,70,1009776000,142158,Tuesday
2399,2010-05-12 00:00:00,0,69,944857500,132968,Wednesday
2400,2010-05-13 00:00:00,5,65,2138205400,299419,Thursday
2401,2010-05-14 00:00:00,0,68,2649976000,353104,Friday
2402,2010-05-15 00:00:00,0,60,5527858500,737294,Saturday
2403,2010-05-16 00:00:00,0,56,4727984100,625748,Sunday
2404,2010-05-17 00:00:00,0,61,1526440000,213514,Monday
2405,2010-05-18 00:00:00,0,65,1723225300,244961,Tuesday
2406,2010-05-19 00:00:00,0,69,1534558900,218176,Wednesday
2407,2010-05-20 00:00:00,7,60,2367856300,308717,Thursday
2408,2010-05-21 00:00:00,1,60,7274615100,884882,Friday
2409,2010-05-22 00:00:00,0,58,6892753900,834786,Saturday
2410,2010-05-23 00:00:00,0,61,6236442100,750677,Sunday
2411,2010-05-24 00:00:00,0,60,1420466000,187502,Monday
2412,2010-05-25 00:00:00,0,62,1412666300,186892,Tuesday
2413,2010-05-26 00:00:00,0,61,1464401900,191897,Wednesday
2414,2010-05-27 00:00:00,6,62,1621536900,217716,Thursday
2415,2010-05-28 00:00:00,0,58,2148312600,270367,Friday
2416,2010-05-29 00:00:00,0,58,5557569900,687012,Saturday
2417,2010-05-30 00:00:00,0,57,5563248900,670628,Sunday
2418,2010-05-31 00:00:00,0,60,1511554700,199706,Monday
2420,2010-06-01 00:00:00,0,55,1937146400,245695,Tuesday
2421,2010-06-02 00:00:00,4,59,6561378400,796125,Wednesday
2422,2010-06-03 00:00:00,1,48,1590181300,209397,Thursday
2423,2010-06-04 00:00:00,0,49,2353233300,294785,Friday
2424,2010-06-05 00:00:00,0,51,5665652350,698620,Saturday
2425,2010-06-06 00:00:00,0,50,5436769900,656053,Sunday
2426,2010-06-07 00:00:00,0,57,1556623400,206195,Monday
2427,2010-06-08 00:00:00,0,46,1504700000,200412,Tuesday
2428,2010-06-09 00:00:00,0,54,1557986400,205136,Wednesday
2429,2010-06-10 00:00:00,8,59,1841570700,248902,Thursday
2430,2010-06-11 00:00:00,0,58,2401110500,306335,Friday
2431,2010-06-12 00:00:00,1,51,3631125400,465590,Saturday
2432,2010-06-13 00:00:00,0,54,5063125200,626785,Sunday
2433,2010-06-14 00:00:00,0,57,1513282300,202697,Monday
2434,2010-06-15 00:00:00,0,61,1447024900,194080,Tuesday
2435,2010-06-16 00:00:00,3,59,1998374300,268896,Wednesday
2436,2010-06-17 00:00:00,5,40,933631500,131029,Thursday
2437,2010-06-18 00:00:00,0,46,2620900700,327564,Friday
2438,2010-06-19 00:00:00,0,44,6125592700,793621,Saturday
2439,2010-06-20 00:00:00,0,45,5513935000,689173,Sunday
2440,2010-06-21 00:00:00,0,50,1793239000,235794,Monday
2441,2010-06-22 00:00:00,0,52,1658924400,221280,Tuesday
2442,2010-06-23 00:00:00,1,56,1437754800,190578,Wednesday
2443,2010-06-24 00:00:00,10,55,1955583300,266732,Thursday
2444,2010-06-25 00:00:00,0,53,2444317500,318436,Friday
2445,2010-06-26 00:00:00,0,58,3710656300,478561,Saturday
2446,2010-06-27 00:00:00,0,56,4777821700,598885,Sunday
2447,2010-06-28 00:00:00,0,53,1692880700,229231,Monday
2448,2010-06-29 00:00:00,0,52,1641301200,223439,Tuesday
2449,2010-06-30 00:00:00,0,54,1788556900,242801,Wednesday
2451,2010-07-01 00:00:00,7,51,2601924900,323372,Thursday
2452,2010-07-02 00:00:00,0,47,3170159500,383304,Friday
2453,2010-07-03 00:00:00,0,51,7695939300,920667,Saturday
2454,2010-07-04 00:00:00,0,51,7613750500,901476,Sunday
2455,2010-07-05 00:00:00,0,48,2002203000,253973,Monday
2456,2010-07-06 00:00:00,0,49,2114907000,270405,Tuesday
2457,2010-07-07 00:00:00,2,51,2810710900,370545,Wednesday
2458,2010-07-08 00:00:00,2,48,2396026000,316703,Thursday
2459,2010-07-09 00:00:00,1,47,3005178500,377113,Friday
2460,2010-07-10 00:00:00,2,50,8559312500,1081111,Saturday
2461,2010-07-11 00:00:00,1,46,7158779000,886768,Sunday
2462,2010-07-12 00:00:00,1,41,1653702500,214759,Monday
2463,2010-07-13 00:00:00,1,47,1678551000,220242,Tuesday
2464,2010-07-14 00:00:00,2,49,2191116000,294331,Wednesday
2465,2010-07-15 00:00:00,6,48,2322418900,315325,Thursday
2466,2010-07-16 00:00:00,0,48,3012798000,388447,Friday
2467,2010-07-17 00:00:00,0,48,6723528500,852060,Saturday
2468,2010-07-18 00:00:00,0,47,6356225400,796997,Sunday
2469,2010-07-19 00:00:00,0,50,2008201600,267080,Monday
2470,2010-07-20 00:00:00,0,51,2068991000,275919,Tuesday
2471,2010-07-21 00:00:00,4,50,2866519300,392924,Wednesday
2472,2010-07-22 00:00:00,2,47,2993417500,413824,Thursday
2473,2010-07-23 00:00:00,0,47,3715515300,487768,Friday
2474,2010-07-24 00:00:00,0,49,7753472000,1027255,Saturday
2475,2010-07-25 00:00:00,0,47,7318027400,966287,Sunday
2476,2010-07-26 00:00:00,0,49,2838864000,386463,Monday
2477,2010-07-27 00:00:00,1,52,2872478000,392857,Tuesday
2478,2010-07-28 00:00:00,4,54,3578258200,502124,Wednesday
2479,2010-07-29 00:00:00,4,51,4073691000,573911,Thursday
2480,2010-07-30 00:00:00,0,51,5023440500,680736,Friday
2481,2010-07-31 00:00:00,0,51,8747117000,1183232,Saturday
2483,2010-08-01 00:00:00,0,49,8015761500,1071384,Sunday
2484,2010-08-02 00:00:00,0,51,5412895500,755410,Monday
2485,2010-08-03 00:00:00,0,48,5040569500,707637,Tuesday
2486,2010-08-04 00:00:00,1,53,4697917800,654266,Wednesday
2487,2010-08-05 00:00:00,4,50,5236500500,662476,Thursday
2488,2010-08-06 00:00:00,0,49,5780944100,711540,Friday
2489,2010-08-07 00:00:00,0,49,9691861700,1194275,Saturday
2490,2010-08-08 00:00:00,0,46,8605680200,1060046,Sunday
2491,2010-08-09 00:00:00,0,46,3828531900,488935,Monday
2492,2010-08-10 00:00:00,0,50,3815540400,487190,Tuesday
2493,2010-08-11 00:00:00,4,52,3682625100,470377,Wednesday
2494,2010-08-12 00:00:00,5,43,3908099800,508625,Thursday
2495,2010-08-13 00:00:00,0,41,4748656700,591095,Friday
2496,2010-08-14 00:00:00,0,46,8923027900,1107779,Saturday
2497,2010-08-15 00:00:00,0,42,8290879000,1020937,Sunday
2498,2010-08-16 00:00:00,0,46,3352517900,433188,Monday
2499,2010-08-17 00:00:00,0,44,3220130700,416486,Tuesday
2500,2010-08-18 00:00:00,0,42,2978784600,385753,Wednesday
2501,2010-08-19 00:00:00,7,52,4144327700,504750,Thursday
2502,2010-08-20 00:00:00,0,44,4317282000,511940,Friday
2503,2010-08-21 00:00:00,0,55,8876226300,1049682,Saturday
2504,2010-08-22 00:00:00,0,45,8287265200,971856,Sunday
2505,2010-08-23 00:00:00,0,51,2667257500,332355,Monday
2506,2010-08-24 00:00:00,0,53,2462468000,309994,Tuesday
2507,2010-08-25 00:00:00,0,54,2248669400,282604,Wednesday
2508,2010-08-26 00:00:00,9,55,2607423000,311901,Thursday
2509,2010-08-27 00:00:00,0,55,3081552300,359537,Friday
2510,2010-08-28 00:00:00,0,57,7054985600,826638,Saturday
2511,2010-08-29 00:00:00,0,56,6289010500,733306,Sunday
2512,2010-08-30 00:00:00,0,50,1883176600,231862,Monday
2513,2010-08-31 00:00:00,0,57,1737143300,222657,Tuesday
2515,2010-09-01 00:00:00,0,54,1458002500,184497,Wednesday
2516,2010-09-02 00:00:00,12,57,1536415000,198856,Thursday
2517,2010-09-03 00:00:00,0,57,1927402700,238982,Friday
2518,2010-09-04 00:00:00,1,59,4503664100,564836,Saturday
2519,2010-09-05 00:00:00,0,57,4213535500,511131,Sunday
2520,2010-09-06 00:00:00,0,56,1156739100,151555,Monday
2521,2010-09-07 00:00:00,0,61,1082358500,142335,Tuesday
2522,2010-09-08 00:00:00,0,61,981961500,130648,Wednesday
2523,2010-09-09 00:00:00,5,56,1502824200,207947,Thursday
2524,2010-09-10 00:00:00,0,59,2036657300,261949,Friday
2525,2010-09-11 00:00:00,0,60,5514892300,718311,Saturday
2526,2010-09-12 00:00:00,0,56,4890011200,635176,Sunday
2527,2010-09-13 00:00:00,0,59,1140472400,157782,Monday
2528,2010-09-14 00:00:00,0,57,1076147500,148809,Tuesday
2529,2010-09-15 00:00:00,0,61,1244901100,159861,Wednesday
2530,2010-09-16 00:00:00,10,34,1881392300,222682,Thursday
2531,2010-09-17 00:00:00,0,34,2269729500,259240,Friday
2532,2010-09-18 00:00:00,0,41,5811010900,697074,Saturday
2533,2010-09-19 00:00:00,0,37,5959094400,690337,Sunday
2534,2010-09-20 00:00:00,0,36,3985588000,482029,Monday
2535,2010-09-21 00:00:00,0,37,5155882700,607301,Tuesday
2536,2010-09-22 00:00:00,0,39,7663801500,890749,Wednesday
2537,2010-09-23 00:00:00,0,36,8504948500,1009254,Thursday
2538,2010-09-24 00:00:00,0,35,5436798000,657140,Friday
2539,2010-09-25 00:00:00,0,36,5884000900,708832,Saturday
2540,2010-09-26 00:00:00,0,34,4318677200,519103,Sunday
2541,2010-09-27 00:00:00,0,35,996648400,124884,Monday
2542,2010-09-28 00:00:00,0,38,1033242000,132729,Tuesday
2543,2010-09-29 00:00:00,0,37,1036121400,134647,Wednesday
2544,2010-09-30 00:00:00,9,42,1281082100,174090,Thursday
2546,2010-10-01 00:00:00,0,42,1570817500,199400,Friday
2547,2010-10-02 00:00:00,0,43,3748544000,473002,Saturday
2548,2010-10-03 00:00:00,0,42,3587289300,440150,Sunday
2549,2010-10-04 00:00:00,0,41,1027939400,137087,Monday
2550,2010-10-05 00:00:00,0,45,961956400,128492,Tuesday
2551,2010-10-06 00:00:00,2,44,1088349000,148571,Wednesday
2552,2010-10-07 00:00:00,1,47,1116647000,155225,Thursday
2553,2010-10-08 00:00:00,0,44,1662333500,225010,Friday
2554,2010-10-09 00:00:00,0,46,3571304200,465543,Saturday
2555,2010-10-10 00:00:00,0,47,3122757600,404590,Sunday
2556,2010-10-11 00:00:00,0,45,821432000,113385,Monday
2557,2010-10-12 00:00:00,0,46,847724000,119557,Tuesday
2558,2010-10-13 00:00:00,0,49,885815200,122542,Wednesday
2559,2010-10-14 00:00:00,5,48,1139919500,162466,Thursday
2560,2010-10-15 00:00:00,0,43,1493959000,201729,Friday
2561,2010-10-16 00:00:00,0,46,3529991000,484036,Saturday
2562,2010-10-17 00:00:00,0,48,3031466500,395315,Sunday
2563,2010-10-18 00:00:00,0,47,870024000,121488,Monday
2564,2010-10-19 00:00:00,0,49,839994500,118076,Tuesday
2565,2010-10-20 00:00:00,0,49,917417000,128277,Wednesday
2566,2010-10-21 00:00:00,8,56,1123029000,158698,Thursday
2567,2010-10-22 00:00:00,0,58,1602427800,219387,Friday
2568,2010-10-23 00:00:00,0,59,3433069500,456456,Saturday
2569,2010-10-24 00:00:00,0,58,3156771000,417315,Sunday
2570,2010-10-25 00:00:00,0,57,892942500,124889,Monday
2571,2010-10-26 00:00:00,0,54,868079300,121605,Tuesday
2572,2010-10-27 00:00:00,0,59,890819300,124549,Wednesday
2573,2010-10-28 00:00:00,9,54,1494361300,197644,Thursday
2574,2010-10-29 00:00:00,0,48,1894688800,236798,Friday
2575,2010-10-30 00:00:00,0,58,4322544500,554991,Saturday
2576,2010-10-31 00:00:00,0,56,4111103800,519185,Sunday
2578,2010-11-01 00:00:00,0,49,1180888500,158129,Monday
2579,2010-11-02 00:00:00,0,51,1110387400,148733,Tuesday
2580,2010-11-03 00:00:00,2,57,1153818800,155539,Wednesday
2581,2010-11-04 00:00:00,8,53,1238115200,168812,Thursday
2582,2010-11-05 00:00:00,0,54,1717150000,220059,Friday
2583,2010-11-06 00:00:00,0,61,4174719300,544794,Saturday
2584,2010-11-07 00:00:00,0,57,3709240900,472561,Sunday
2585,2010-11-08 00:00:00,0,55,1017900500,138252,Monday
2586,2010-11-09 00:00:00,0,57,962409800,131322,Tuesday
2587,2010-11-10 00:00:00,2,60,1531476400,210215,Wednesday
2588,2010-11-11 00:00:00,6,64,1844518000,253571,Thursday
2589,2010-11-12 00:00:00,0,66,2146503100,281896,Friday
2590,2010-11-13 00:00:00,0,59,4989156100,666383,Saturday
2591,2010-11-14 00:00:00,0,55,4246550500,559562,Sunday
2592,2010-11-15 00:00:00,0,69,1125713800,155410,Monday
2593,2010-11-16 00:00:00,0,70,1045287400,144160,Tuesday
2594,2010-11-17 00:00:00,0,74,1469350500,203145,Wednesday
2595,2010-11-18 00:00:00,9,63,1936862200,273189,Thursday
2596,2010-11-19 00:00:00,0,58,1965765500,253871,Friday
2597,2010-11-20 00:00:00,0,59,4368911000,586608,Saturday
2598,2010-11-21 00:00:00,0,52,3635465500,462774,Sunday
2599,2010-11-22 00:00:00,0,56,1165672400,159362,Monday
